,Belgium,Bulgaria,Czech Republic,Denmark,Germany,Estonia,Ireland,Greece,Spain,France,Croatia,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,United Kingdom,Iceland,Norway,Turkey,United States,Japan
1983M01,,,,229.794,,,,,29.623,88.414,,,,,,,,,147.14,,,,,,,,246.96,1537.655,,180.78,,1537.655,509.947
1983M02,,,,255.971,,,,,29.288,91.784,,,,,,,,,151.469,,,,,,,,296.133,1670.836,,197.563,,1670.836,517.701
1983M03,,,,289.808,,,,,30.973,94.658,,,,,,,,,174.572,,,,,,,,295.921,1604.026,,204.281,,1604.026,537.813
1983M04,,,,293.801,,,,,30.607,98.088,,,,,,,,,179.47,,,,,,,,341.292,1548.766,,248.685,,1548.766,548.556
1983M05,,,,292.507,,,,,32.318,99.296,,,,,,,,,173.838,,,,,,,,337.03,1624.286,,246.372,,1624.286,549.162
1983M06,,,,312.225,,,,,30.481,97.37,,,,,,,,,190.337,,,,,,,,315.705,1590.006,,252.904,,1590.006,565.972
1983M07,,,,311.263,,,,,29.449,96.303,,,,,,,,,187.714,,,,,,,,339.34,1657.494,,277.943,,1657.494,569.994
1983M08,,,,345.313,,,,,27.197,98.987,,,,,,,,,185.82,,,,,,,,341.871,1616.071,,277.59,,1616.071,562.323
1983M09,,,,375.418,,,,,28.055,103.789,,,,,,,,,190.708,,,,,,,,334.666,1609.883,,287.458,,1609.883,606.039
1983M10,,,,365.563,,,,,29.534,103.307,,,,,,,,,181.691,,,,,,,,325.047,1622.175,,270.59,,1622.175,602.409
1983M11,,,,361.946,,,,,29.199,107.334,,,,,,,,,186.199,,,,,,,,338.008,1588.681,,277.248,,1588.681,609.169
1983M12,,,,374.424,,,,,26.093,109.831,,,,,,,,,190.698,,,,,,,,321.373,1634.927,,285.142,,1634.927,655.431
1984M01,,,,365.232,,,,,28.333,115.651,,,,,,,,,212.87,,,,,,,,346.294,1654.12,,317.797,,1654.12,685.438
1984M02,,,,339.048,,,,,32.593,118.159,,,,,,,,,214.63,,,,,,,,349.36,1748.966,,332.058,,1748.966,682.715
1984M03,,,,319.132,,,,,33.459,119.841,,,,,,,,,216.844,,,,,,,,363.685,1790.099,,346.28,,1790.099,805.204
1984M04,,,,332.038,,,,,32.006,126.312,,,,,,,,,207.545,,,,,,,,335.948,1922.399,,365.952,,1922.399,786.951
1984M05,,,,290.343,,,,,32.477,121.505,,,,,,,,,196.879,,,,,,,,299.665,2077.919,,352.117,,2077.919,689.535
1984M06,,,,291.708,,,,,32.881,117.97,,,,,,,,,197.48,,,,,,,,306.664,2107.767,,296.025,,2107.767,692.092
1984M07,,,,285.738,,,,,34.272,105.177,,,,,,,,,177.733,,,,,,,,304.57,1910.667,,288.203,,1910.667,642.573
1984M08,,,,282.758,,,,,34.706,116.097,,,,,,,,,204.287,,,,,,,,299.132,2105.049,,320.623,,2105.049,697.01
1984M09,,,,247.045,,,,,35.802,114.758,,,,,,,,,211.281,,,,,,,,278.837,2090.893,,294.062,,2090.893,693.37
1984M10,,,,238.268,,,,,34.216,116.485,,,,,,,,,208.114,,,,,,,,270.811,2155.115,,299.742,,2155.115,726.904
1984M11,,,,238.284,,,,,34.127,113.753,,,,,,,,,202.09,,,,,,,,252.825,2274.205,,282.052,,2274.205,731.173
1984M12,,,,236.749,,,,,33.215,112.025,,,,,,,,,202.815,,,,,,,,247.219,2359.569,,278.352,,2359.569,758.51
1985M01,,,,255.809,,,,,39.092,118.241,,,,,,,,,219.356,,,,,,,,269.038,2582.194,,315.983,,2582.194,754.042
1985M02,,,,241.328,,,,,36.063,114.893,,,,,,,,,215.694,,,,,,,,249.601,2636.356,,293.215,,2636.356,778.087
1985M03,,,,259.397,,,,,38.752,128.946,,,,,,,,,231.171,,,,,,,,257.795,2620.984,,296.106,,2620.984,821.808
1985M04,,,,261.365,,,,,37.572,131.829,,,,,,,,,238.702,,,,,,,,261.375,2731.565,,318.936,,2731.565,793.077
1985M05,,,,272.016,,,,,37.611,142.721,,,,,,,,,232.661,,,,,,,,250.241,2730.35,,325.691,,2730.35,820.087
1985M06,,,,286.189,,,,,36.65,138.363,,,,,,,,,238.676,,,,,,,,246.65,2928.258,,308.465,,2928.258,856.433
1985M07,,,,329.534,,,,,39.736,141.178,,,,,,,,,259.611,,,,,,,,272.392,2467.86,,354.211,,2467.86,860.062
1985M08,,,,312.098,,,,,39.221,147.167,,,,,,,,,261.687,,,,,,,,267.172,2251.898,,354.978,,2251.898,880.046
1985M09,,,,323.797,,,,,39.749,145.344,,,,,,,,,263.273,,,,,,,,279.818,2576.739,,385.134,,2576.739,972.687
1985M10,,,,347.93,,,,,43.406,157.051,,,,,,,,,278.906,,,,,,,,303.446,2702.007,,445.243,,2702.007,1002.606
1985M11,,,,346.859,,,,,46.781,182.353,,,,,,,,,299.35,,,,,,,,351.96,2787.597,,468.647,,2787.597,1016.762
1985M12,,,,373.649,,,,,48.061,199.903,,,,,,,,,312.834,,,,,,,,380.222,2720.394,,457.438,,2720.394,1076.096
1986M01,,,,349.421,,,,,52.926,217.208,,,,,,,,,311.102,,,,,,,,384.76,2629.952,,445.272,,2629.952,1105.053
1986M02,,,,385.635,,,,,66.724,256.054,,,,,,,,,324.504,,,,,,,,430.423,2598.769,,455.039,,2598.769,1237.306
1986M03,,,,377.561,,,,,80.144,280.876,,,,,,,,,342.7,,,,,,,,479.136,2590.106,,430.202,,2590.106,1501.887
1986M04,,,,405.421,,,,,91.208,315.521,,,,,,,,,366.044,,,,,,,,533.656,2457.376,,424.369,,2457.376,1558.089
1986M05,,,,356.794,,,,,86.432,272.768,,,,,,,,,357.927,,,,,,,,540.746,2415.279,,405.236,,2415.279,1546.893
1986M06,,,,363.335,,,,,85.13,288.428,,,,,,,,,374.844,,,,,,,,569.659,2508.581,,442.07,,2508.581,1703.042
1986M07,,,,348.806,,,,,87.876,320.32,,,,,,,,,373.576,,,,,,,,593.237,2503.82,,398.507,,2503.82,1927.184
1986M08,,,,354.178,,,,,99.302,354.074,,,,,,,,,417.601,,,,,,,,607.087,2495.997,,451.888,,2495.997,2101.377
1986M09,,,,356.236,,,,,100.179,326.598,,,,,,,,,402.735,,,,,,,,596.738,2539.61,,441.892,,2539.61,2152.775
1986M10,,,,354.996,,,,,89.198,325.865,,,,,,,,,389.804,,,,,,,,623.478,2518.337,,440.947,,2518.337,1864.62
1986M11,,,,363.839,,,,,95.651,349.953,,,,,,,,,420.624,,,,,,,,615.355,2569.874,,450.641,,2569.874,1987.273
1986M12,376.01,,,372.201,,,,,102.259,351.796,,,,,,,,,424.954,,,,,,,,619.794,2285.786,,433.592,,2285.786,2132.274
1987M01,395.834,,,450.671,,,,,115.293,389.623,,,,,,,,,444.798,,,,,,,,562.984,2233.198,,468.088,,2233.198,2474.21
1987M02,410.861,,,414.154,,,,,117.336,397.482,,,,,,,,,443.771,,,,,,,,652.535,2411.897,,496.864,,2411.897,2517.547
1987M03,432.597,,,412.268,,,,,108.193,421.068,,,,,,,,,490.269,,,,,,,,687.225,2327.45,,540.935,,2327.45,2792.271
1987M04,460.149,,,415.981,,,,,107.09,423.381,,,,,,,,,492.078,,,,,,,,740.648,2453.48,,578.475,,2453.48,3230.463
1987M05,438.294,,,421.037,,,,,109.287,399.333,,,,,,,,,504.464,,,,,,,,698.329,2545.787,,575.036,,2545.787,3223.484
1987M06,458.567,,,422.792,,,,,117.501,374.105,,,,,,,,,540.892,,,,,,,,708.371,2551.939,,590.854,,2551.939,2983.666
1987M07,490.825,,,415.193,,,,,136.368,382.101,,,,,,,,,559.54,,,,,,,,754.13,2492.612,,658.788,,2492.612,2878.152
1987M08,508.663,,,441.913,,,,,152.077,401.379,,,,,,,,,559.331,,,,,,,,783.694,2353.427,,730.132,,2353.427,3235.741
1987M09,480.069,,,417.429,,,,,152.252,375.688,,,,,,,,,539.619,,,,,,,,808.644,2371.941,,742.498,,2371.941,3120.252
1987M10,387.879,,,385.384,,,,,120.507,305.977,,,,,,,,,443.753,,,,,,,,665.778,2469.376,,534.528,,2469.376,2884.973
1987M11,382.759,,,408.692,,,,,128.254,300.885,,,,,,,,,409.62,,,,,,,,592.402,2695.262,,443.554,,2695.262,2999.023
1987M12,392.115,,,414.423,362.621,,,100,135.698,299.027,,202.131,,,,,,,439.815,,,100,,,,,622.166,2638.189,,449.346,,2638.189,3036.609
1988M01,405.998,,,413.43,317.933,,,89.103,140.141,252.995,,185.919,,,,,,,431.209,,,105.818,,,,,682.076,2463.959,,442.131,,2463.959,3198.938
1988M02,506.485,,,430.309,367.944,,,94.743,141.452,305.612,,196.601,,,,,,,447.71,,,90.17,,,,,706.638,2215.944,,478.114,,2215.944,3439.3
1988M03,524.592,,,436.742,366.967,,,104,154.168,286.822,,204.174,,,,,,,463.918,,,95.109,,,,,755.045,2260.932,,540.465,,2260.932,3697.217
1988M04,526.57,,,436.894,360.254,,,106.351,153.586,311.044,,200.29,,,,,,,474.378,,,87.39,,,,,775.557,2229.926,,559.346,,2229.926,3734.416
1988M05,500.27,,,474.459,355.439,,,98.909,155.31,331.09,,178.757,,,,,,,446.562,,,81.504,,,,,795.109,2139.881,,529.96,,2139.881,3564.444
1988M06,505.691,,,473.4,355.586,,,91.906,154.65,334.293,,186.056,,,,,,,446.994,,,76.144,,,,,755.673,2119.243,,536.709,,2119.243,3428.896
1988M07,478.017,,,468.208,358.145,,,90.556,149.339,324.597,,191.319,,,,,,,458.774,,,72.504,,,,,773.115,2111.361,,532.847,,2111.361,3584.889
1988M08,474.151,,,444.542,355.004,,,88.341,141.795,313.57,,184.427,,,,,,,436.642,,,69.542,,,,,729.013,2013.916,,476.96,,2013.916,3312.921
1988M09,517.947,,,483.018,380.718,,,90.807,141.186,343.581,,196.184,,,,,,,444.469,,,67.18,,,,,771.917,2018.412,,498.941,,2018.412,3454.393
1988M10,561.582,,,550.968,420.278,,,98.875,152.305,382.247,,219.201,,,,,,,475.945,,,73.125,,,,,840.152,2062.363,,533.206,,2062.363,3741.395
1988M11,575.468,,,577.139,417.035,,,94.4,153.006,389.271,,222.455,,,,,,,473.323,,,76.448,,,,,863.896,2103.993,,571.412,,2103.993,4072.533
1988M12,582.289,,,622.419,428.932,,,93.743,149.553,405.233,,220.943,,,,,,,484.071,,,70.514,,,,,907.688,1987.217,,628.048,,1987.217,4094.576
1989M01,581.552,,,619.193,407.847,,,84.541,148.54,408.529,,214.615,,,,,,,490.375,,,69.13,,,,100,948.223,2044.598,,708.093,,2044.598,4105.418
1989M02,566.812,,,608.484,407.711,,,85.754,143.926,399.307,,209.835,,,,,,,488.354,,,73.013,,,,95.82,978.908,2170.341,,728.555,,2170.341,4183.473
1989M03,561.577,,,613.776,399.451,,,85.299,145.562,403.13,,212.495,,,,,,,503.192,,,71.632,,,,97.668,1003.262,2222.473,,779.714,,2222.473,4036.091
1989M04,577.477,,,655.676,418.78,,,89.054,151.94,418.667,,213.802,,,,,,,524.317,,,72.462,,,,106.611,1010.285,2302.691,,844.253,,2302.691,4028.268
1989M05,554.27,,,637.637,403.392,,,97.574,145.337,405.622,,203.36,,,,,,,498.244,,,66.607,,,,107.724,995.593,2211.045,,799.8,,2211.045,3798.918
1989M06,557.011,,,731.531,433.844,,,99.372,146.486,413.694,,223.61,,,,,,,516.687,,,66.092,,,,113.951,1051.352,1945.233,,803.292,,1945.233,3627.521
1989M07,583.742,,,793.167,477.344,,,114.735,153.305,459.128,,247.082,,,,,,,562.493,,,70.341,,,,112.615,1175.263,1942.627,,831.602,,1942.627,4107.445
1989M08,569.47,,,711.72,470.714,,,125.49,156.181,455.409,,252.312,,,,,,,554.341,,,76.747,,,,111.384,1159.769,1814.86,,830.965,,1814.86,3822.82
1989M09,617.102,,,728.949,490.641,,,194.903,162.842,481.183,,250.123,,,,,,,571.164,,,98.552,,,,104.593,1142.486,1876.451,,845.113,,1876.451,4065.197
1989M10,591.521,,,771.354,466.933,,,181.584,154.902,458.535,,229.956,,,,,,,553.578,,,96.064,,,,99.812,1065.78,1923.39,,744.859,,1923.39,3957.427
1989M11,631.977,,,832.08,514.154,,,169.533,153.896,486.671,,241.181,,,,,,,582.628,,,98.525,,,,108.294,1055.664,1873.637,,805.338,,1873.637,4158.059
1989M12,662.221,,,885.394,617.222,,,172.458,159.208,543.905,,259.271,,,,,,,635.997,,,97.894,,,,117.241,1179.771,1809.626,,902.829,,1809.626,4149.238
1990M01,635.218,,,909.741,634.843,,,205.63,149.458,515.6,,257.84,,,,,,,610.302,,,92.881,,,,111.873,1173.144,1713.802,,995.058,,1713.802,3898.431
1990M02,575.267,,,908.353,621.172,,,216.195,144.9,501.813,,245.434,,,,,,,590.183,,,90.79,,,,109.856,1117.706,1698.027,,1066.614,,1698.027,3494.191
1990M03,624.997,,,951.938,680.247,,,226.78,132.194,533.778,,254.62,,,,,,,614.717,,,87.587,,,,113.029,1072.834,1876.647,,1076.647,,1876.647,2815.501
1990M04,618.456,,,889.195,632.643,,,336.261,145.958,564.596,,260.758,,,,,,,593.827,,,90.698,,,,118.917,1099.37,1989.408,,1008.447,,1989.408,2849.917
1990M05,631.609,,,938.618,639.34,,,344.939,152.86,575.19,,276.813,,,,,,,616.423,,,90.267,,,,124.52,1241.57,1986.761,,1102.782,,1986.761,3256.627
1990M06,633.781,,,947.096,665.999,,,506.957,164.077,565.834,,281.711,,,,,,,622.044,,,92.273,,,,116.403,1308.475,2065.026,,1069.693,,2065.026,3103.417
1990M07,666.686,,,1018.814,713.503,,,503.672,170.709,570.14,,283.651,,,,,,,652.516,,,93.026,,,,113.126,1365.337,2046.175,,1191.833,,2046.175,3060.31
1990M08,602.827,,,946.678,606.569,,,454.741,149.561,496.612,,242.421,,,,,,,600.525,,,84.62,,,,117.606,1183.103,2134.424,,1121.446,,2134.424,2761.277
1990M09,542.588,,,863.304,498.514,,,396.439,121.377,443.382,,213.083,,,,,,,569.533,,,73.282,,,,108.26,927.473,2181.821,,1018.336,,2181.821,2308.078
1990M10,585.308,,,940.727,562.012,,,344.605,138.354,491.359,,222.341,,,,,,,592.164,,,74.099,,,,101.614,970.77,2298.194,,974.137,,2298.194,2866.254
1990M11,567.108,,,897.585,572.306,,,309.274,135.249,485.384,,199.439,,,,,,,595.696,,,67.107,,,,97.747,893.67,2480.382,,968.703,,2480.382,2520.476
1990M12,567.909,,,867.461,550.724,,,321.88,132.021,461.025,,205.247,,,,,,,593.792,,,66.832,,,,90.663,915.319,2545.178,,895.819,,2545.178,2637.604
1991M01,573.827,,,891.221,564.67,,,308.369,140.689,478.078,,199.277,,,,,,,590.076,,,69.524,,,,99.323,1057.361,2553.314,,842.961,,2553.314,2711.213
1991M02,634.34,,,980.593,603.335,,,423.582,157.888,522.833,,228.604,,,,,,,633.048,,,80.993,,,,105.886,1138.292,2489.667,,918.234,,2489.667,3051.751
1991M03,589.716,,,891.436,521.643,,,358.514,154.19,483.892,,206.585,,,,,,,604.128,,,72.471,,,,102.753,1092.294,2503.792,,860.004,,2503.792,2860.693
1991M04,569.936,,,860.068,538.949,,,325.307,146.353,469.938,,201.171,,,,,,,616.711,,,68.899,,,,95.154,1025.066,2522.436,,804.312,,2522.436,2930.591
1991M05,566.731,,,892.866,572.948,,,283.264,153.371,487.113,,212.247,,,,,,,623.764,,,65.213,,,,87.485,1103.926,2523.087,,880.48,,2523.087,2915.751
1991M06,533.264,,,883.48,518.72,,,246.391,138.33,439.813,,193.028,,,,,,,583.951,,,60.986,,,,88.515,1067.947,2437.003,,787.93,,2437.003,2704.529
1991M07,543.101,,,944.669,535.265,,,249.972,139.518,458.021,,194.499,,,,,,,618.146,,,63.996,,,,86.789,1110.956,2407.833,,833.618,,2407.833,2786.749
1991M08,540.398,,,944.144,541.301,,,266.345,143.606,485.6,,188.351,,,,,,,612.946,,,63.867,,,,90.566,1094.703,2467.522,,861.024,,2467.522,2631.421
1991M09,546.941,,,975.013,552.257,,,226.907,151.947,513.736,,188.282,,,,,,,625.13,,,63.779,,,,83.759,1060.632,2513.807,,840.727,,2513.807,2859.786
1991M10,555.581,,,965.484,538.701,,,233.218,147.25,504.925,,180.178,,,,,,,630.494,,,59.771,,,,67.802,1033.208,2698.632,,776.426,,2698.632,2981.87
1991M11,560.171,,,945.269,546.426,,,236.225,138.454,491.303,,189.046,,,,,,,631.634,,,56.941,,,,67.429,978.343,2821.811,,654.534,,2821.811,2769.799
1991M12,620.945,,,1000.427,585.448,,,245.684,147.325,533.766,,196.832,,,,,,,676.521,,,62.001,,,,70.196,1025.97,2734.526,,745.815,,2734.526,2855.852
1992M01,618.205,,,986.742,588.568,,,272.769,146.186,534.627,,201.576,,,,,,,673.397,,,57.233,,,,66.268,1023.656,2889.153,,760.13,,2889.153,2721.988
1992M02,616.042,,,928.88,602.379,,,260.683,151.216,555.404,,198.367,,,,,,,673.497,,,57.097,,,,65.295,995.598,2804.576,,686.429,,2804.576,2493.208
1992M03,602.648,,,857.549,588.351,,,241.878,143.83,548.118,,186.616,,,,,,,661.391,,,59.9,,,,71.803,1039.153,2776.202,,730.138,,2776.202,2221.474
1992M04,609.051,,,857.44,584.828,,,242.38,140.319,575.711,,188.51,,,,,,,689.619,,,61.772,,,,77.472,1027.927,2770.03,,768.732,,2770.03,2083.283
1992M05,624.374,,,962.793,621.029,,,213.67,153.817,599.287,,191.754,,,,,,,717.144,,,63.682,,,,73.122,1090.023,2750.98,,813.415,,2750.98,2248.437
1992M06,632.226,,,913.083,630.969,,,236.281,143.673,589.917,,185.095,,,,,,,721.605,,,65.411,,,,71.029,1050.913,2899.465,,751.721,,2899.465,2041.332
1992M07,647.315,,,908.471,595.509,,,225.844,132.311,564.372,,169.747,,,,,,,720.937,,,65.045,,,,61.853,1020.832,2923.588,,729.47,,2923.588,2016.462
1992M08,625.778,,,841.432,594.125,,,221.335,127.499,568.686,,170.8,,,,,,,738.015,,,65.542,,,,66.687,957.319,3021.009,,641.271,,3021.009,2372.134
1992M09,647.964,,,793.06,570.066,,,188.874,111.247,585.75,,138.505,,,,,,,751.982,,,61.398,,,,63.413,848.914,3065.722,,615.187,,3065.722,2313.663
1992M10,609.617,,,719.55,529.545,,,157.496,104.279,536.351,,162.236,,,,,,,677.714,,,52.817,,,,58.258,770.877,3172.452,,579.905,,3172.452,2204.66
1992M11,596.64,,,714.578,525.365,,,159.883,110.353,526.522,,152.391,,,,,,,664.143,,,50.699,,,,57.14,877.697,3241.093,,579.426,,3241.093,2260.096
1992M12,587.954,,,708.466,516.11,,,161.589,110.685,539.272,,149.568,,,,,,,669.844,,,50.064,,,,53.974,857.603,3437.037,,570.971,,3437.037,2225.159
1993M01,617.275,,,802.09,532.149,,,177.993,119.857,524.602,,163.014,,,,,,,682.876,,,53.173,,,,53.059,817.099,3391.436,,593.843,,3391.436,2216.377
1993M02,617.127,,,765.355,558.754,,,192.399,118.482,569.385,,164.348,,,,,,,702.687,,,55.983,,,,58.22,846.241,3459.724,,590.091,,3459.724,2310.717
1993M03,668.884,,,774.495,573.769,,,182.065,125.513,594.708,,150.536,,,,,,,745.62,,,56.193,,,,57.122,853.968,3651.787,,656.18,,3651.787,2634.121
1993M04,649.004,,,812.929,565.061,,,178.036,125.885,585.341,,182.761,,,,,,,740.44,,,54.852,,,,51.715,937.265,3530.34,,688.117,,3530.34,3100.612
1993M05,637.17,,,829.619,562.746,,,181.667,122.995,569.359,,187.411,,,,,,,753.668,,,60.564,,,,51.78,1034.763,3524.21,,678.986,,3524.21,3184.27
1993M06,640.987,,,839.685,543.403,,,178.683,122.164,560.096,,182.896,,,,,,,745.948,,,57.434,,,,54.475,962.17,3632.831,,649.788,,3632.831,3138.352
1993M07,624.962,,,808.177,560.67,,,196.859,114.296,566.239,,185.613,,,,,,,745.04,,,55.86,,,,51.343,987.614,3730.065,,675.402,,3730.065,3335.344
1993M08,627.553,,,844.095,622.416,,,204.203,138.744,614.711,,208.186,,,,,,,818.564,,,67.85,,,,47.474,1078.902,3782.576,,739.102,,3782.576,3406.32
1993M09,632.396,,,873.258,632.11,,,193.347,134.577,608.464,,195.345,,,,,,,820.064,,,63.615,,,,40.859,1094.858,3883.706,,724.219,,3883.706,3242.651
1993M10,655.022,,,908.648,668.979,,,196.644,142.566,612.986,,188.152,,,,,,,866.605,,,67.136,,,,37.86,1196.814,4007.828,,805.625,,4007.828,3226.184
1993M11,663.517,,,880.672,652.401,,,198.93,128.988,593.13,,168.234,,,,,,,838.121,,,64.602,,,,44.214,1053.245,4079.333,,747.169,,4079.333,2689.095
1993M12,702.124,,,932.935,689.588,,,220.421,139.133,641.694,,189.397,,,,,,,880.968,,,64.815,,,,48.019,1162.581,4155.652,,801.068,,4155.652,2772.776
1994M01,731.665,,,1012.906,668.732,,,240.585,155.957,665.977,,207.591,,,,,,,919.707,,,73.069,,,,45.425,1361.992,4074.356,,905.25,,4074.356,3218.808
1994M02,726.255,,,1015.966,655.465,,,247.213,148.221,652.585,,205.741,,,,,,,900.309,,,74.376,,,,44.747,1296.825,4164.768,,932.292,,4164.768,3364.274
1994M03,714.432,,,1001.124,677.438,,,230.846,141.173,622.079,,238.805,,,,,,,868.708,,,75.594,,,,45.883,1215.534,4429.407,,862.906,,4429.407,3218.656
1994M04,752.575,,,1017.661,717.322,,,231.21,144.244,648.823,,263.366,,,,,,,915.357,,,71.829,,,,49.997,1314.041,4367.234,,865.846,,4367.234,3354.156
1994M05,734.622,,,939.509,675.157,,,205.278,143.764,617.501,,242.7,,,,,,,884.89,,,64.875,,,,62.218,1294.951,4257.374,,875.882,,4257.374,3425.994
1994M06,721.67,,,981.204,676.395,,,204.881,135.486,592.803,,226.546,,,,,,,874.836,,,61.546,,,,64.247,1226.394,4187.095,,834.079,,4187.095,3593.277
